trial,sc,dc,latency
72,0,3,4294966897
73,0,3,4294966771
74,0,3,4294966729
75,0,3,63
76,0,3,4294966939
77,0,3,4294967044
78,0,3,4294967233
79,0,3,4294967065
80,0,3,4294966708
81,0,3,4294966939
82,0,3,84
83,0,3,4294966729
84,0,3,4294966708
85,0,3,4294966729
86,0,3,84
87,0,3,4294966918
88,0,3,4294966687
89,0,3,4294966708
90,0,3,4294966939
91,0,3,4294967149
92,0,3,4294967128
93,0,3,4294966729
94,0,3,4294967233
95,0,3,4294966960
96,0,3,4294967023
97,0,3,4294966960
98,0,3,4294966771
99,0,3,4294966981
0,0,4,4294966750
1,0,4,4294966855
2,0,4,4294967275
3,0,4,4294966645
4,0,4,4294966603
5,0,4,4294966603
6,0,4,4294967254
7,0,4,4294966666
8,0,4,4294966876
9,0,4,4294966939
10,0,4,4294966645
11,0,4,4294966624
12,0,4,42
13,0,4,4294967254
14,0,4,4294966918
15,0,4,4294966687
16,0,4,4294967002
17,0,4,4294966960
18,0,4,4294967149
19,0,4,4294966813
20,0,4,4294967212
21,0,4,4294966603
22,0,4,4294967044
23,0,4,4294966666
24,0,4,4294966876
25,0,4,4294966855
26,0,4,4294966603
27,0,4,4294966603
28,0,4,21
29,0,4,4294966729
30,0,4,4294966624
31,0,4,4294966687
32,0,4,4294966981
33,0,4,4294966624
34,0,4,4294966666
35,0,4,4294967149
36,0,4,4294967254
37,0,4,4294966813
38,0,4,4294966645
39,0,4,4294967233
40,0,4,4294966897
41,0,4,4294967233
42,0,4,4294966624
43,0,4,4294966939
44,0,4,4294966666
45,0,4,4294966603
46,0,4,4294966603
47,0,4,0
48,0,4,4294966708
49,0,4,4294966666
50,0,4,4294967275
51,0,4,4294967170
52,0,4,4294966708
53,0,4,4294966624
54,0,4,4294967086
55,0,4,4294966645
56,0,4,4294966855
57,0,4,4294966603
58,0,4,4294966666
59,0,4,4294966603
60,0,4,4294966603
61,0,4,4294967275
62,0,4,4294966603
63,0,4,4294966603
64,0,4,4294967254
65,0,4,4294966855
66,0,4,4294967107
67,0,4,4294967191
68,0,4,4294966603
69,0,4,4294966603
70,0,4,4294966666
71,0,4,4294966960
72,0,4,4294967023
73,0,4,4294967065
74,0,4,4294966855
75,0,4,4294967191
76,0,4,4294966603
77,0,4,4294966666
78,0,4,4294966624
79,0,4,4294966624
80,0,4,4294967275
81,0,4,4294966624
82,0,4,4294966603
83,0,4,4294966624
84,0,4,4294966603
85,0,4,4294966624
86,0,4,4294966624
87,0,4,4294966834
88,0,4,4294966645
89,0,4,4294966624
90,0,4,4294966603
91,0,4,4294966645
92,0,4,4294966897
93,0,4,4294966603
94,0,4,4294966645
95,0,4,4294966645
96,0,4,4294966603
97,0,4,4294966687
98,0,4,4294966603
99,0,4,4294966792
0,0,5,273
1,0,5,189
2,0,5,4294967002
3,0,5,42
4,0,5,4294966918
5,0,5,0
6,0,5,4294967254
7,0,5,4294967065
8,0,5,4294966939
9,0,5,4294966918
10,0,5,4294966855
11,0,5,42
12,0,5,4294966876
13,0,5,147
14,0,5,126
15,0,5,4294966876
16,0,5,4294966876
17,0,5,4294966855
18,0,5,4294966876
19,0,5,4294966981
20,0,5,0
21,0,5,252
22,0,5,4294967086
23,0,5,4294967254
24,0,5,63
25,0,5,4294966939
26,0,5,4294967233
27,0,5,4294966876
28,0,5,4294966876
29,0,5,4294966855
30,0,5,252
31,0,5,4294966876
32,0,5,4294966939
33,0,5,315
34,0,5,4294966897
35,0,5,4294966876
36,0,5,4294966897
37,0,5,4294966855
38,0,5,4294966897
39,0,5,4294966855
40,0,5,4294966939
41,0,5,4294966939
42,0,5,4294966876
43,0,5,4294966855
44,0,5,4294966876
45,0,5,4294966897
46,0,5,4294967191
47,0,5,4294967107
48,0,5,4294967065
49,0,5,4294966876
50,0,5,4294966918
51,0,5,189
52,0,5,4294966876
53,0,5,4294966855
54,0,5,4294966897
55,0,5,4294966918
56,0,5,4294966939
57,0,5,4294966876
58,0,5,231
59,0,5,4294967065
60,0,5,252
61,0,5,231
62,0,5,4294966960
63,0,5,4294967149
64,0,5,4294966918
65,0,5,4294966981
66,0,5,4294966855
67,0,5,4294966876
68,0,5,4294966876
69,0,5,4294966897
70,0,5,4294966918
71,0,5,4294966897
72,0,5,4294966918
73,0,5,4294966897
74,0,5,4294966897
75,0,5,4294966876
76,0,5,4294966876
77,0,5,105
78,0,5,4294966876
79,0,5,189
80,0,5,63
81,0,5,0
82,0,5,4294966939
83,0,5,189
84,0,5,4294967128
85,0,5,189
86,0,5,210
87,0,5,4294966918
88,0,5,4294966855
89,0,5,4294967275
90,0,5,4294966855
91,0,5,42
92,0,5,4294967002
93,0,5,4294966876
94,0,5,63
95,0,5,63
96,0,5,4294966918
97,0,5,4294966939
98,0,5,4294966918
99,0,5,4294967065
0,0,6,4294966750
1,0,6,4294966708
2,0,6,4294967065
3,0,6,4294966729
4,0,6,4294966708
5,0,6,4294966876
6,0,6,4294966750
7,0,6,4294966771
8,0,6,4294967233
9,0,6,4294966939
10,0,6,4294967107
11,0,6,4294966708
12,0,6,4294966897
13,0,6,4294966960
14,0,6,4294966918
15,0,6,4294966792
16,0,6,4294967191
17,0,6,4294966771
18,0,6,4294967128
19,0,6,4294966939
20,0,6,4294966960
21,0,6,84
22,0,6,4294967086
23,0,6,4294966750
24,0,6,4294966729
25,0,6,4294966750
26,0,6,4294966771
27,0,6,63
28,0,6,0
29,0,6,4294966771
30,0,6,4294966834
31,0,6,4294966708
32,0,6,4294966876
33,0,6,4294966729
34,0,6,4294966708
35,0,6,4294966792
36,0,6,4294966855
37,0,6,4294967170
38,0,6,4294966750
39,0,6,4294966897
40,0,6,4294967044
41,0,6,4294966771
42,0,6,4294966750
43,0,6,4294967002
44,0,6,42
45,0,6,4294967002
46,0,6,42
47,0,6,4294966876
48,0,6,4294967191
49,0,6,4294966834
50,0,6,63
51,0,6,4294967044
52,0,6,4294966729
53,0,6,4294966750
54,0,6,4294967065
55,0,6,4294966771
56,0,6,4294966708
57,0,6,4294967044
58,0,6,147
59,0,6,4294967086
60,0,6,4294967275
61,0,6,0
62,0,6,4294966750
63,0,6,105
64,0,6,63
65,0,6,4294966708
66,0,6,4294966834
67,0,6,4294966729
68,0,6,4294967233
69,0,6,4294967275
70,0,6,4294966792
71,0,6,4294966750
72,0,6,4294967086
73,0,6,4294966771
74,0,6,4294966981
75,0,6,4294966750
76,0,6,4294966729
77,0,6,4294966708
78,0,6,4294966729
79,0,6,4294966792
80,0,6,4294967044
81,0,6,4294966750
82,0,6,21
83,0,6,4294966729
84,0,6,4294966771
85,0,6,0
86,0,6,63
87,0,6,4294966939
88,0,6,4294966708
89,0,6,4294966708
90,0,6,4294966771
91,0,6,4294966729
92,0,6,4294967128
93,0,6,4294967023
94,0,6,42
95,0,6,4294966750
96,0,6,4294966750
97,0,6,4294966708
98,0,6,4294966981
99,0,6,4294966792
0,0,7,4294966750
1,0,7,4294967149
2,0,7,4294967212
3,0,7,4294967002
4,0,7,4294966750
5,0,7,4294966771
6,0,7,4294966771
7,0,7,4294966792
8,0,7,4294967191
9,0,7,4294966771
10,0,7,4294966981
11,0,7,4294966708
12,0,7,4294967212
13,0,7,4294967002
14,0,7,105
15,0,7,4294967128
16,0,7,4294966729
17,0,7,4294966729
18,0,7,4294966771
19,0,7,105
20,0,7,4294966708
21,0,7,4294966750
22,0,7,4294966792
23,0,7,4294966729
24,0,7,4294966708
25,0,7,4294966750
26,0,7,4294967191
27,0,7,4294966750
28,0,7,4294966897
29,0,7,4294966708
30,0,7,4294966834
31,0,7,4294966960
32,0,7,4294967002
33,0,7,4294966918
34,0,7,4294966876
35,0,7,4294966960
36,0,7,4294966876
37,0,7,42
38,0,7,4294966981
39,0,7,4294966729
40,0,7,4294966708
41,0,7,4294967128
42,0,7,4294966918
43,0,7,4294966771
44,0,7,4294967191
45,0,7,84
46,0,7,4294966771
47,0,7,4294966708
48,0,7,4294966834
49,0,7,4294967275
50,0,7,4294966708
51,0,7,42
52,0,7,105
53,0,7,4294966771
54,0,7,4294966729
55,0,7,4294966771
56,0,7,84
57,0,7,4294966981
58,0,7,4294966729
59,0,7,4294966708
60,0,7,4294966708
61,0,7,4294967023
62,0,7,4294966708
63,0,7,4294967023
64,0,7,4294966960
65,0,7,4294966729
66,0,7,4294966729
67,0,7,4294966708
68,0,7,4294966960
69,0,7,4294966729
70,0,7,4294966876
71,0,7,4294967086
72,0,7,4294966708
73,0,7,4294966813
74,0,7,4294966729
75,0,7,4294966708
76,0,7,4294966729
77,0,7,4294967107
78,0,7,4294967065
79,0,7,4294966750
80,0,7,4294967128
81,0,7,4294967191
82,0,7,4294966918
83,0,7,4294967107
84,0,7,4294966750
85,0,7,4294966729
86,0,7,4294967128
87,0,7,4294966897
88,0,7,4294966750
89,0,7,4294966729
90,0,7,4294966729
91,0,7,4294966708
92,0,7,4294966771
93,0,7,4294966834
94,0,7,4294966729
95,0,7,4294966813
96,0,7,4294966750
97,0,7,84
98,0,7,4294966750
99,0,7,4294967128
0,0,8,231
1,0,8,231
2,0,8,546
3,0,8,315
4,0,8,315
5,0,8,798
6,0,8,273
7,0,8,735
8,0,8,798
9,0,8,315
10,0,8,294
11,0,8,945
12,0,8,273
13,0,8,483
14,0,8,231
15,0,8,546
16,0,8,693
17,0,8,441
18,0,8,693
19,0,8,294
20,0,8,252
21,0,8,588
22,0,8,672
23,0,8,294
24,0,8,798
25,0,8,294
26,0,8,735
27,0,8,903
28,0,8,420
29,0,8,735
30,0,8,273
31,0,8,273
32,0,8,525
33,0,8,588
34,0,8,252
35,0,8,462
36,0,8,273
37,0,8,273
38,0,8,903
39,0,8,252
40,0,8,567
41,0,8,882
42,0,8,945
43,0,8,273
44,0,8,819
45,0,8,840
46,0,8,273
47,0,8,252
48,0,8,483
49,0,8,546
50,0,8,588
51,0,8,546
52,0,8,231
53,0,8,420
54,0,8,315
55,0,8,378
56,0,8,567
57,0,8,378
58,0,8,294
59,0,8,252
60,0,8,294
61,0,8,252
62,0,8,693
63,0,8,924
64,0,8,378
65,0,8,294
66,0,8,252
67,0,8,483
68,0,8,630
69,0,8,798
70,0,8,315
71,0,8,420
72,0,8,672
73,0,8,273
74,0,8,273
75,0,8,315
76,0,8,252
77,0,8,252
78,0,8,714
79,0,8,567
80,0,8,357
81,0,8,462
82,0,8,714
83,0,8,756
84,0,8,819
85,0,8,609
86,0,8,693
87,0,8,609
88,0,8,399
89,0,8,231
90,0,8,924
91,0,8,273
92,0,8,252
93,0,8,231
94,0,8,756
95,0,8,588
96,0,8,735
97,0,8,819
98,0,8,315
99,0,8,252
0,0,9,4294967233
1,0,9,4294967233
2,0,9,504
3,0,9,105
4,0,9,315
5,0,9,4294967233
6,0,9,441
7,0,9,4294967275
8,0,9,4294967233
9,0,9,4294967254
10,0,9,4294967275
11,0,9,525
12,0,9,0
13,0,9,294
14,0,9,4294967254
15,0,9,4294967254
16,0,9,273
17,0,9,4294967254
18,0,9,4294967233
19,0,9,4294967254
20,0,9,4294967254
21,0,9,4294967254
22,0,9,609
23,0,9,4294967275
24,0,9,525
25,0,9,42
26,0,9,378
27,0,9,4294967233
28,0,9,441
29,0,9,462
30,0,9,21
31,0,9,4294967233
32,0,9,21
33,0,9,504
34,0,9,4294967233
35,0,9,609
36,0,9,4294967233
37,0,9,4294967233
38,0,9,567
39,0,9,4294967254
40,0,9,546
41,0,9,4294967254
42,0,9,4294967275
43,0,9,126
44,0,9,4294967254
45,0,9,483
46,0,9,4294967275
47,0,9,63
48,0,9,210
49,0,9,210
50,0,9,21
51,0,9,4294967275
52,0,9,4294967233
53,0,9,4294967275
54,0,9,4294967254
55,0,9,0
56,0,9,462
57,0,9,4294967233
58,0,9,4294967233
59,0,9,462
60,0,9,420
61,0,9,4294967275
62,0,9,483
63,0,9,231
64,0,9,399
65,0,9,4294967254
66,0,9,4294967254
67,0,9,42
68,0,9,4294967254
69,0,9,4294967275
70,0,9,21
71,0,9,525
72,0,9,210
73,0,9,4294967254
74,0,9,567
75,0,9,4294967233
76,0,9,84
77,0,9,63
78,0,9,525
79,0,9,4294967275
80,0,9,252
81,0,9,483
82,0,9,4294967233
83,0,9,126
84,0,9,4294967254
85,0,9,588
86,0,9,4294967275
87,0,9,42
88,0,9,336
89,0,9,105
90,0,9,63
91,0,9,504
92,0,9,126
93,0,9,4294967254
94,0,9,504
95,0,9,4294967254
96,0,9,588
97,0,9,588
98,0,9,147
99,0,9,21
0,0,10,4294966729
1,0,10,4294966729
2,0,10,4294966813
3,0,10,4294967149
4,0,10,126
5,0,10,4294966729
6,0,10,4294967170
7,0,10,4294967149
8,0,10,4294966771
9,0,10,4294966729
10,0,10,4294966876
11,0,10,4294966729
12,0,10,4294967212
13,0,10,4294966855
14,0,10,4294967023
15,0,10,0
16,0,10,4294967128
17,0,10,4294966792
18,0,10,4294966750
19,0,10,4294966729
20,0,10,4294966729
21,0,10,4294966708
22,0,10,4294966750
23,0,10,4294966729
24,0,10,4294966960
25,0,10,4294966729
26,0,10,21
27,0,10,4294966981
28,0,10,4294966750
29,0,10,4294966834
30,0,10,4294967170
31,0,10,4294966729
32,0,10,4294966729
33,0,10,4294966729
34,0,10,4294966981
35,0,10,4294966771
36,0,10,4294967002
37,0,10,4294966729
38,0,10,4294966750
39,0,10,4294966729
40,0,10,4294966876
41,0,10,4294967128
42,0,10,4294967149
43,0,10,4294966750
44,0,10,4294966729
45,0,10,42
46,0,10,4294966729
47,0,10,4294967170
48,0,10,4294967023
49,0,10,4294967275
50,0,10,4294966729
51,0,10,4294966729
52,0,10,4294967233
53,0,10,4294966750
54,0,10,4294966897
55,0,10,63
56,0,10,0
57,0,10,4294967212
58,0,10,4294967149
59,0,10,0
60,0,10,84
61,0,10,4294967149
62,0,10,4294966750
63,0,10,4294966792
64,0,10,4294966729
65,0,10,4294967233
66,0,10,4294966729
67,0,10,4294967128
68,0,10,4294966981
69,0,10,4294966729
70,0,10,4294966729
71,0,10,4294966729
72,0,10,4294966792
73,0,10,4294966939
74,0,10,4294966750
75,0,10,4294967170
76,0,10,4294966981
77,0,10,4294966750
78,0,10,63
79,0,10,63
80,0,10,4294967170
81,0,10,4294967191
82,0,10,63
83,0,10,63
84,0,10,4294966729
85,0,10,4294966750
86,0,10,4294966834
87,0,10,84
88,0,10,4294967275
89,0,10,4294966708
90,0,10,4294966729
91,0,10,4294966771
92,0,10,4294967233
93,0,10,4294966729
94,0,10,4294966939
95,0,10,4294966813
96,0,10,4294966750
97,0,10,4294966813
98,0,10,4294966981
99,0,10,4294966729
0,0,11,4294966750
1,0,11,4294966792
2,0,11,4294966813
3,0,11,4294966771
4,0,11,4294966792
5,0,11,4294966771
6,0,11,4294966771
7,0,11,4294967275
8,0,11,4294967233
9,0,11,4294967233
10,0,11,4294967191
11,0,11,4294966792
12,0,11,4294967170
13,0,11,4294966792
14,0,11,4294966771
15,0,11,4294966792
16,0,11,4294966750
17,0,11,4294966855
18,0,11,63
19,0,11,42
20,0,11,4294966750
21,0,11,4294966771
22,0,11,4294967191
23,0,11,4294966834
24,0,11,84
25,0,11,4294966960
26,0,11,4294966750
27,0,11,4294967254
28,0,11,4294966750
29,0,11,4294966834
30,0,11,4294966897
31,0,11,4294966771
32,0,11,4294967275
33,0,11,4294966792
34,0,11,4294967044
35,0,11,4294966750
36,0,11,4294967233
37,0,11,4294967044
38,0,11,4294966792
39,0,11,4294967065
40,0,11,4294967149
41,0,11,4294966771
42,0,11,4294966792
43,0,11,4294966939
44,0,11,4294966750
45,0,11,4294966750
46,0,11,4294966750
47,0,11,4294966750
48,0,11,4294966981
49,0,11,4294966834
50,0,11,4294966792
51,0,11,4294967233
52,0,11,4294966855
53,0,11,4294967233
54,0,11,4294966771
55,0,11,4294967023
56,0,11,4294966771
57,0,11,4294967107
58,0,11,21
59,0,11,0
60,0,11,4294966834
61,0,11,4294967107
62,0,11,42
63,0,11,4294966939
64,0,11,168
65,0,11,63
66,0,11,4294967275
67,0,11,4294967086
68,0,11,4294967128
69,0,11,4294966813
70,0,11,4294966939
71,0,11,4294966792
72,0,11,4294966834
73,0,11,4294966771
74,0,11,4294966792
75,0,11,4294966813
76,0,11,4294966834
77,0,11,4294966792
78,0,11,4294966771
79,0,11,4294967191
80,0,11,4294966771
81,0,11,126
82,0,11,63
83,0,11,4294966792
84,0,11,4294966813
85,0,11,4294966792
86,0,11,4294966918
87,0,11,4294966750
88,0,11,4294967275
89,0,11,4294966855
90,0,11,4294966750
91,0,11,4294967002
92,0,11,4294966960
93,0,11,4294966750
94,0,11,4294966750
95,0,11,4294966834
96,0,11,4294967044
97,0,11,4294966771
98,0,11,4294966771
99,0,11,4294966792
0,0,12,63
1,0,12,4294966666
2,0,12,4294967002
3,0,12,4294966981
4,0,12,4294967128
5,0,12,4294967233
6,0,12,4294966666
7,0,12,4294967170
8,0,12,4294966645
9,0,12,4294967275
10,0,12,4294966666
11,0,12,4294967149
12,0,12,4294967233
13,0,12,4294967065
14,0,12,4294967233
15,0,12,4294966750
16,0,12,4294966771
17,0,12,4294966939
18,0,12,4294966813
19,0,12,4294966834
20,0,12,4294966666
21,0,12,4294966792
22,0,12,4294967107
23,0,12,4294967191
24,0,12,4294966708
25,0,12,4294966687
26,0,12,4294966729
27,0,12,4294966666
28,0,12,4294967002
29,0,12,21
30,0,12,4294966687
31,0,12,4294966750
32,0,12,4294966708
33,0,12,4294966918
34,0,12,4294966960
35,0,12,4294966729
36,0,12,4294967170
37,0,12,4294966708
38,0,12,4294966666
39,0,12,4294966645
40,0,12,21
41,0,12,4294967170
42,0,12,4294966960
43,0,12,4294966729
44,0,12,4294966708
45,0,12,4294967023
46,0,12,4294967002
47,0,12,4294966666
48,0,12,4294967023
49,0,12,4294966666
50,0,12,4294966771
51,0,12,4294966666
52,0,12,4294966708
53,0,12,4294967233
54,0,12,4294967233
55,0,12,4294967170
56,0,12,4294966708
57,0,12,0
58,0,12,4294966666
59,0,12,0
60,0,12,4294966876
61,0,12,4294966666
62,0,12,4294967107
63,0,12,4294966687
64,0,12,4294966666
65,0,12,4294966771
66,0,12,4294967128
67,0,12,4294967023
68,0,12,4294966666
69,0,12,4294967023
70,0,12,4294967023
71,0,12,4294966939
72,0,12,4294967254
73,0,12,4294966708
74,0,12,4294966687
75,0,12,4294966834
76,0,12,4294966729
77,0,12,63
78,0,12,4294967107
79,0,12,4294966666
80,0,12,4294966708
81,0,12,4294966792
82,0,12,4294967233
83,0,12,4294966687
84,0,12,4294966708
85,0,12,4294967065
86,0,12,4294967128
87,0,12,4294966855
88,0,12,4294966708
89,0,12,4294966666
90,0,12,4294966687
91,0,12,4294966750
92,0,12,4294967128
93,0,12,4294967212
94,0,12,4294966708
95,0,12,4294966939
96,0,12,4294966687
97,0,12,4294967002
98,0,12,4294966666
99,0,12,4294967212
0,0,13,4294966939
1,0,13,4294967233
2,0,13,315
3,0,13,21
4,0,13,4294966939
5,0,13,4294966960
6,0,13,4294967065
7,0,13,294
8,0,13,4294967275
9,0,13,4294966939
10,0,13,4294966939
11,0,13,4294966981
12,0,13,4294966939
13,0,13,4294967065
14,0,13,231
15,0,13,4294967002
16,0,13,21
17,0,13,4294967191
18,0,13,4294967149
19,0,13,4294966960
20,0,13,252
21,0,13,4294966960
22,0,13,4294966939
23,0,13,4294966939
24,0,13,105
25,0,13,4294967170
26,0,13,21
27,0,13,0
28,0,13,4294967107
29,0,13,4294966939
30,0,13,4294967044
31,0,13,294
32,0,13,21
33,0,13,294
34,0,13,4294966960
35,0,13,189
36,0,13,4294967275
37,0,13,0
38,0,13,126
39,0,13,42
40,0,13,4294967212
41,0,13,4294967065
42,0,13,294
43,0,13,4294967044
44,0,13,4294966960
45,0,13,84
46,0,13,4294967170
47,0,13,4294966981
48,0,13,4294966939
49,0,13,4294967128
50,0,13,42
51,0,13,357
52,0,13,4294966960
53,0,13,336
54,0,13,4294966960
55,0,13,336
56,0,13,4294966981
57,0,13,4294966960
58,0,13,4294966939
59,0,13,4294966939
60,0,13,4294967275
61,0,13,4294967107
62,0,13,315
63,0,13,4294967254
64,0,13,4294967065
65,0,13,4294966939
66,0,13,42
67,0,13,4294966981
68,0,13,147
69,0,13,4294967254
70,0,13,4294966960
71,0,13,4294967065
72,0,13,4294966939
73,0,13,4294966981
74,0,13,4294966960
75,0,13,4294966939
76,0,13,4294966960
77,0,13,4294966960
78,0,13,4294966981
79,0,13,21
80,0,13,4294966939
81,0,13,4294967002
82,0,13,4294966939
83,0,13,4294966939
84,0,13,4294967170
85,0,13,4294966939
86,0,13,189
87,0,13,315
88,0,13,4294966939
89,0,13,4294966939
90,0,13,4294966981
91,0,13,4294966981
92,0,13,189
93,0,13,4294966981
94,0,13,4294967002
95,0,13,4294966960
96,0,13,84
97,0,13,4294966939
98,0,13,4294966939
99,0,13,4294967212
0,0,14,4294966771
1,0,14,84
2,0,14,4294966771
3,0,14,4294967254
4,0,14,63
5,0,14,4294966813
6,0,14,4294966792
7,0,14,4294966792
8,0,14,168
9,0,14,21
10,0,14,84
11,0,14,4294966939
12,0,14,4294967275
13,0,14,4294966834
14,0,14,231
15,0,14,4294967086
16,0,14,126
17,0,14,4294966876
18,0,14,4294967191
19,0,14,4294967128
20,0,14,4294966876
21,0,14,4294966771
22,0,14,4294966834
23,0,14,4294966855
24,0,14,4294967275
25,0,14,4294967254
26,0,14,4294966771
27,0,14,84
28,0,14,4294966834
29,0,14,105
30,0,14,4294966939
31,0,14,4294966855
32,0,14,4294967275
33,0,14,147
34,0,14,4294967086
35,0,14,4294966771
36,0,14,4294967107
37,0,14,4294966792
38,0,14,0
39,0,14,4294967212
40,0,14,4294966792
41,0,14,4294966813
42,0,14,4294967128
43,0,14,4294966771
44,0,14,4294966792
45,0,14,4294967023
46,0,14,4294966792
47,0,14,4294966855
48,0,14,4294966981
49,0,14,4294966855
50,0,14,0
51,0,14,4294967065
52,0,14,4294966855
53,0,14,4294966792
54,0,14,4294966855
55,0,14,4294967254
56,0,14,4294967107
57,0,14,147
58,0,14,105
59,0,14,4294966960
60,0,14,4294967233
61,0,14,4294966813
62,0,14,4294966792
63,0,14,42
64,0,14,4294967044
65,0,14,4294966792
